,1,2,3,4,5,6
1,0.156821939,0.82906459,0.949096884,0.877112334,1.073930348,0.782700514
2,1.211481215,0.100979969,1.084925909,0.97422296,1.057256369,0.938424777
3,0.860992702,0.840828843,0.2511232,0.663396678,0.555172307,0.452675795
4,0.792246439,0.511573083,0.882368428,0.162982987,0.806692076,0.50912326
5,1.252313657,0.654225376,0.618737785,0.517824669,0.149355948,0.403109848
6,1.010151254,0.405017067,0.695580168,0.627629508,0.605672467,0.113909724
